"ID","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","year","Site.Code","julian","depth_cat","temp_c","oxy_mgl","oxy_mll"
"2016_187_RR",2016-07-05,"RR",3,"RR03",13,0,0,2016,"RR",187,"mid",7.207416667,NA,NA
"2016_187_RR",2016-07-05,"RR",4,"RR04",13,0,0,2016,"RR",187,"mid",7.207416667,NA,NA
"2016_187_RRH",2016-07-05,"HH",1,"HH01",13,0,0,2016,"RRH",187,"mid",6.855375,NA,NA
"2016_187_RRH",2016-07-05,"HH",2,"HH02",13,0,0,2016,"RRH",187,"mid",6.855375,NA,NA
"2016_187_RRH",2016-07-05,"HH",3,"HH03",13,0,0,2016,"RRH",187,"mid",6.855375,NA,NA
"2016_187_RRH",2016-07-05,"HH",4,"HH04",13,0,0,2016,"RRH",187,"mid",6.855375,NA,NA
"2016_195_OR",2016-07-13,"OR",2,"OR01",14,0,0,2016,"OR",195,"mid",14.2625,NA,NA
"2016_195_OR",2016-07-13,"OR",3,"OR05",14,0,0,2016,"OR",195,"mid",14.2625,NA,NA
"2016_195_OR",2016-07-13,"OR",4,"OR07",14,0,0,2016,"OR",195,"mid",14.2625,NA,NA
"2016_195_OR",2016-07-13,"OR",1,"OR02",14,0,0,2016,"OR",195,"mid",14.2625,NA,NA
"2016_195_ORF",2016-07-13,"CF",2,"CF06",14,0,0,2016,"ORF",195,"mid",13.99133333,NA,NA
"2016_195_ORF",2016-07-13,"CF",4,"CF05",14,0,0,2016,"ORF",195,"mid",13.99133333,NA,NA
"2016_195_ORF",2016-07-13,"CF",1,"CF03",14,0,0,2016,"ORF",195,"mid",13.99133333,NA,NA
"2016_195_ORF",2016-07-13,"CF",3,"CF04",14,0,0,2016,"ORF",195,"mid",13.99133333,NA,NA
"2016_202_RR",2016-07-20,"RR",1,"RR01",15,0,0,2016,"RR",202,"mid",9.004791667,NA,NA
"2016_202_RR",2016-07-20,"RR",2,"RR02",15,0,0,2016,"RR",202,"mid",9.004791667,NA,NA
"2016_202_RR",2016-07-20,"RR",3,"RR03",15,0,0,2016,"RR",202,"mid",9.004791667,NA,NA
"2016_202_RR",2016-07-20,"RR",4,"RR04",15,0,0,2016,"RR",202,"mid",9.004791667,NA,NA
"2016_202_RRH",2016-07-20,"HH",1,"HH01",15,0,0,2016,"RRH",202,"mid",8.760541667,NA,NA
"2016_202_RRH",2016-07-20,"HH",2,"HH03",15,0,0,2016,"RRH",202,"mid",8.760541667,NA,NA
"2016_202_RRH",2016-07-20,"HH",3,"HH04",15,0,0,2016,"RRH",202,"mid",8.760541667,NA,NA
"2016_202_RRH",2016-07-20,"HH",4,"HH02",15,0,0,2016,"RRH",202,"mid",8.760541667,NA,NA
"2016_208_OR",2016-07-26,"OR",4,"OR07",13,0,0,2016,"OR",208,"mid",8.995875,NA,NA
"2016_208_OR",2016-07-26,"OR",2,"OR01",13,0,0,2016,"OR",208,"mid",8.995875,NA,NA
"2016_208_OR",2016-07-26,"OR",3,"OR05",13,0,0,2016,"OR",208,"mid",8.995875,NA,NA
"2016_208_OR",2016-07-26,"OR",1,"OR02",13,0,0,2016,"OR",208,"mid",8.995875,NA,NA
"2016_208_ORF",2016-07-26,"CF",3,"CF04",13,0,0,2016,"ORF",208,"mid",8.565541667,NA,NA
"2016_208_ORF",2016-07-26,"CF",1,"CF03",13,0,0,2016,"ORF",208,"mid",8.565541667,NA,NA
"2016_208_ORF",2016-07-26,"CF",2,"CF06",13,0,0,2016,"ORF",208,"mid",8.565541667,NA,NA
"2016_208_ORF",2016-07-26,"CF",4,"CF05",13,0,0,2016,"ORF",208,"mid",8.565541667,NA,NA
"2016_215_RR",2016-08-02,"RR",1,"RR01",13,0,0,2016,"RR",215,"mid",7.543833333,NA,NA
"2016_215_RR",2016-08-02,"RR",2,"RR02",13,0,0,2016,"RR",215,"mid",7.543833333,NA,NA
"2016_215_RR",2016-08-02,"RR",3,"RR03",13,0,0,2016,"RR",215,"mid",7.543833333,NA,NA
"2016_215_RR",2016-08-02,"RR",4,"RR04",13,0,0,2016,"RR",215,"mid",7.543833333,NA,NA
"2016_215_RRH",2016-08-02,"HH",1,"HH01",13,0,0,2016,"RRH",215,"mid",7.493833333,NA,NA
"2016_215_RRH",2016-08-02,"HH",2,"HH02",13,0,0,2016,"RRH",215,"mid",7.493833333,NA,NA
"2016_215_RRH",2016-08-02,"HH",3,"HH03",13,0,0,2016,"RRH",215,"mid",7.493833333,NA,NA
"2016_215_RRH",2016-08-02,"HH",4,"HH04",13,0,0,2016,"RRH",215,"mid",7.493833333,NA,NA
"2016_223_OR",2016-08-10,"OR",2,"OR01",15,0,0,2016,"OR",223,"mid",10.27275,NA,NA
"2016_223_OR",2016-08-10,"OR",4,"OR07",15,0,0,2016,"OR",223,"mid",10.27275,NA,NA
"2016_223_OR",2016-08-10,"OR",3,"OR05",15,0,0,2016,"OR",223,"mid",10.27275,NA,NA
"2016_223_OR",2016-08-10,"OR",1,"OR02",15,0,0,2016,"OR",223,"mid",10.27275,NA,NA
"2016_223_ORF",2016-08-10,"CF",4,"CF05",15,0,0,2016,"ORF",223,"mid",9.810583333,NA,NA
"2016_223_ORF",2016-08-10,"CF",1,"CF03",15,0,0,2016,"ORF",223,"mid",9.810583333,NA,NA
"2016_223_ORF",2016-08-10,"CF",3,"CF04",15,0,0,2016,"ORF",223,"mid",9.810583333,NA,NA
"2016_223_ORF",2016-08-10,"CF",2,"CF06",15,0,0,2016,"ORF",223,"mid",9.810583333,NA,NA
"2016_236_OR",2016-08-23,"OR",4,"OR07",13,0,0,2016,"OR",236,"mid",8.42525,NA,NA
"2016_236_OR",2016-08-23,"OR",1,"OR02",13,0,0,2016,"OR",236,"mid",8.42525,NA,NA
"2016_236_OR",2016-08-23,"OR",3,"OR05",13,0,0,2016,"OR",236,"mid",8.42525,NA,NA
"2016_236_OR",2016-08-23,"OR",2,"OR01",13,0,0,2016,"OR",236,"mid",8.42525,NA,NA
"2016_236_ORF",2016-08-23,"CF",1,"CF03",13,0,0,2016,"ORF",236,"mid",8.176875,NA,NA
"2016_236_ORF",2016-08-23,"CF",4,"CF05",13,0,0,2016,"ORF",236,"mid",8.176875,NA,NA
"2016_236_ORF",2016-08-23,"CF",3,"CF04",13,0,0,2016,"ORF",236,"mid",8.176875,NA,NA
"2016_236_ORF",2016-08-23,"CF",2,"CF06",13,0,0,2016,"ORF",236,"mid",8.176875,NA,NA
"2016_236_RR",2016-08-23,"RR",1,"RR01",21,0,0,2016,"RR",236,"mid",9.750333333,NA,NA
"2016_236_RR",2016-08-23,"RR",2,"RR02",21,0,0,2016,"RR",236,"mid",9.750333333,NA,NA
"2016_236_RR",2016-08-23,"RR",3,"RR03",21,0,0,2016,"RR",236,"mid",9.750333333,NA,NA
"2016_236_RR",2016-08-23,"RR",4,"RR04",21,0,0,2016,"RR",236,"mid",9.750333333,NA,NA
"2016_236_RRH",2016-08-23,"HH",1,"HH01",21,0,0,2016,"RRH",236,"mid",9.742,NA,NA
"2016_236_RRH",2016-08-23,"HH",2,"HH02",21,0,0,2016,"RRH",236,"mid",9.742,NA,NA
"2016_236_RRH",2016-08-23,"HH",3,"HH03",21,0,0,2016,"RRH",236,"mid",9.742,NA,NA
"2016_236_RRH",2016-08-23,"HH",4,"HH04",21,0,0,2016,"RRH",236,"mid",9.742,NA,NA
"2016_251_OR",2016-09-07,"OR",1,"OR02",14,0,0,2016,"OR",251,"mid",13.22158333,NA,NA
"2016_251_OR",2016-09-07,"OR",4,"OR07",14,0,0,2016,"OR",251,"mid",13.22158333,NA,NA
"2016_251_OR",2016-09-07,"OR",2,"OR01",14,0,0,2016,"OR",251,"mid",13.22158333,NA,NA
"2016_251_OR",2016-09-07,"OR",3,"OR05",14,0,0,2016,"OR",251,"mid",13.22158333,NA,NA
"2016_251_ORF",2016-09-07,"CF",3,"CF04",14,0,0,2016,"ORF",251,"mid",13.02525,NA,NA
"2016_251_ORF",2016-09-07,"CF",2,"CF06",14,0,0,2016,"ORF",251,"mid",13.02525,NA,NA
"2016_251_ORF",2016-09-07,"CF",4,"CF05",14,0,0,2016,"ORF",251,"mid",13.02525,NA,NA
"2016_251_ORF",2016-09-07,"CF",1,"CF03",14,0,0,2016,"ORF",251,"mid",13.02525,NA,NA
"2016_259_RR",2016-09-15,"RR",1,"RR01",22,0,0,2016,"RR",259,"mid",10.19354167,NA,NA
"2016_259_RR",2016-09-15,"RR",2,"RR02",22,0,0,2016,"RR",259,"mid",10.19354167,NA,NA
"2016_259_RR",2016-09-15,"RR",3,"RR03",22,0,0,2016,"RR",259,"mid",10.19354167,NA,NA
"2016_259_RRH",2016-09-15,"HH",1,"HH01",22,0,0,2016,"RRH",259,"mid",10.32420833,NA,NA
"2016_259_RRH",2016-09-15,"HH",2,"HH02",22,0,0,2016,"RRH",259,"mid",10.32420833,NA,NA
"2016_259_RRH",2016-09-15,"HH",3,"HH03",22,0,0,2016,"RRH",259,"mid",10.32420833,NA,NA
"2016_259_RRH",2016-09-15,"HH",4,"HH04",22,0,0,2016,"RRH",259,"mid",10.32420833,NA,NA
"2016_266_OR",2016-09-22,"OR",3,"OR05",15,0,0,2016,"OR",266,NA,NA,NA,NA
"2016_266_OR",2016-09-22,"OR",4,"OR07",15,0,0,2016,"OR",266,NA,NA,NA,NA
"2016_266_OR",2016-09-22,"OR",1,"OR02",15,0,0,2016,"OR",266,NA,NA,NA,NA
"2016_266_OR",2016-09-22,"OR",2,"OR01",15,0,0,2016,"OR",266,NA,NA,NA,NA
"2016_266_ORF",2016-09-22,"CF",4,"CF05",15,0,0,2016,"ORF",266,NA,NA,NA,NA
"2016_266_ORF",2016-09-22,"CF",3,"CF04",15,0,0,2016,"ORF",266,NA,NA,NA,NA
"2016_266_ORF",2016-09-22,"CF",2,"CF06",15,0,0,2016,"ORF",266,NA,NA,NA,NA
"2016_266_ORF",2016-09-22,"CF",1,"CF03",15,0,0,2016,"ORF",266,NA,NA,NA,NA
"2017_107_OR",2017-04-17,"OR",1,"OR05",13,0,0,2017,"OR",107,NA,NA,NA,NA
"2017_107_OR",2017-04-17,"OR",2,"OR01",13,0,0,2017,"OR",107,NA,NA,NA,NA
"2017_107_OR",2017-04-17,"OR",4,"OR07",13,0,0,2017,"OR",107,NA,NA,NA,NA
"2017_107_OR",2017-04-17,"OR",3,"OR02",13,0,0,2017,"OR",107,NA,NA,NA,NA
"2017_107_ORF",2017-04-17,"CF",2,"CF04",13,0,0,2017,"ORF",107,"mid",10.97120833,NA,NA
"2017_107_ORF",2017-04-17,"CF",4,"CF03",13,0,0,2017,"ORF",107,"mid",10.97120833,NA,NA
"2017_107_ORF",2017-04-17,"CF",1,"CF05",13,0,0,2017,"ORF",107,"mid",10.97120833,NA,NA
"2017_107_ORF",2017-04-17,"CF",3,"CF06",13,0,0,2017,"ORF",107,"mid",10.97120833,NA,NA
"2017_123_OR",2017-05-03,"OR",2,"OR05",16,0,0,2017,"OR",123,"mid",11.72083333,NA,NA
"2017_123_OR",2017-05-03,"OR",4,"OR02",16,0,0,2017,"OR",123,"mid",11.72083333,NA,NA
"2017_123_OR",2017-05-03,"OR",1,"OR01",16,0,0,2017,"OR",123,"mid",11.72083333,NA,NA
"2017_123_OR",2017-05-03,"OR",3,"OR07",16,0,0,2017,"OR",123,"mid",11.72083333,NA,NA
"2017_123_ORF",2017-05-03,"CF",1,"CF04",16,0,0,2017,"ORF",123,"mid",11.66116667,NA,NA
"2017_123_ORF",2017-05-03,"CF",3,"CF03",16,0,0,2017,"ORF",123,"mid",11.66116667,NA,NA
"2017_123_ORF",2017-05-03,"CF",4,"CF05",16,0,0,2017,"ORF",123,"mid",11.66116667,NA,NA
"2017_123_ORF",2017-05-03,"CF",2,"CF06",16,0,0,2017,"ORF",123,"mid",11.66116667,NA,NA
"2017_130_RR",2017-05-10,"RR",1,"RR01",11,0,0,2017,"RR",130,"mid",6.827208333,NA,NA
"2017_130_RR",2017-05-10,"RR",2,"RR02",11,1,0.090909091,2017,"RR",130,"mid",6.827208333,NA,NA
"2017_130_RR",2017-05-10,"RR",3,"RR03",11,5,0.454545455,2017,"RR",130,"mid",6.827208333,NA,NA
"2017_130_RR",2017-05-10,"RR",4,"RR04",11,0,0,2017,"RR",130,"mid",6.827208333,NA,NA
"2017_130_RRH",2017-05-10,"HH",1,"HH01",11,0,0,2017,"RRH",130,"mid",6.68825,NA,NA
"2017_130_RRH",2017-05-10,"HH",2,"HH02",11,0,0,2017,"RRH",130,"mid",6.68825,NA,NA
"2017_130_RRH",2017-05-10,"HH",3,"HH03",11,0,0,2017,"RRH",130,"mid",6.68825,NA,NA
"2017_130_RRH",2017-05-10,"HH",4,"HH04",11,3,0.272727273,2017,"RRH",130,"mid",6.68825,NA,NA
"2017_138_OR",2017-05-18,"OR",1,"OR01",15,0,0,2017,"OR",138,"mid",12.19791667,NA,NA
"2017_138_OR",2017-05-18,"OR",3,"OR07",15,0,0,2017,"OR",138,"mid",12.19791667,NA,NA
"2017_138_OR",2017-05-18,"OR",2,"OR05",15,0,0,2017,"OR",138,"mid",12.19791667,NA,NA
"2017_138_OR",2017-05-18,"OR",4,"OR02",15,0,0,2017,"OR",138,"mid",12.19791667,NA,NA
"2017_138_ORF",2017-05-18,"CF",3,"CF04",15,0,0,2017,"ORF",138,"mid",12.247375,NA,NA
"2017_138_ORF",2017-05-18,"CF",2,"CF06",15,0,0,2017,"ORF",138,"mid",12.247375,NA,NA
"2017_138_ORF",2017-05-18,"CF",1,"CF03",15,0,0,2017,"ORF",138,"mid",12.247375,NA,NA
"2017_138_ORF",2017-05-18,"CF",4,"CF05",15,0,0,2017,"ORF",138,"mid",12.247375,NA,NA
"2017_145_RR",2017-05-25,"RR",1,"RR01",15,1,0.066666667,2017,"RR",145,"mid",7.212875,NA,NA
"2017_145_RR",2017-05-25,"RR",2,"RR02",15,0,0,2017,"RR",145,"mid",7.212875,NA,NA
"2017_145_RR",2017-05-25,"RR",3,"RR03",15,6,0.4,2017,"RR",145,"mid",7.212875,NA,NA
"2017_145_RR",2017-05-25,"RR",4,"RR04",15,3,0.222222222,2017,"RR",145,"mid",7.212875,NA,NA
"2017_145_RRH",2017-05-25,"HH",1,"HH01",15,6,0.4,2017,"RRH",145,"mid",7.036375,NA,NA
"2017_145_RRH",2017-05-25,"HH",2,"HH02",15,0,0,2017,"RRH",145,"mid",7.036375,NA,NA
"2017_145_RRH",2017-05-25,"HH",3,"HH03",15,0,0,2017,"RRH",145,"mid",7.036375,NA,NA
"2017_145_RRH",2017-05-25,"HH",4,"HH04",15,2,0.146666667,2017,"RRH",145,"mid",7.036375,NA,NA
"2017_152_OR",2017-06-01,"OR",3,"OR01",14,0,0,2017,"OR",152,"mid",11.85229167,NA,NA
"2017_152_OR",2017-06-01,"OR",2,"OR05",14,0,0,2017,"OR",152,"mid",11.85229167,NA,NA
"2017_152_OR",2017-06-01,"OR",1,"OR07",14,0,0,2017,"OR",152,"mid",11.85229167,NA,NA
"2017_152_OR",2017-06-01,"OR",4,"OR02",14,0,0,2017,"OR",152,"mid",11.85229167,NA,NA
"2017_152_ORF",2017-06-01,"CF",2,"CF04",14,2,0.142857143,2017,"ORF",152,"mid",11.72,NA,NA
"2017_152_ORF",2017-06-01,"CF",3,"CF06",14,1,0.071428571,2017,"ORF",152,"mid",11.72,NA,NA
"2017_152_ORF",2017-06-01,"CF",4,"CF03",14,0,0,2017,"ORF",152,"mid",11.72,NA,NA
"2017_152_ORF",2017-06-01,"CF",1,"CF05",14,0,0,2017,"ORF",152,"mid",11.72,NA,NA
"2017_159_RR",2017-06-08,"RR",1,"RR01",14,32,0.333333333,2017,"RR",159,"mid",9.628166667,NA,NA
"2017_159_RR",2017-06-08,"RR",2,"RR02",14,0,0,2017,"RR",159,"mid",9.628166667,NA,NA
"2017_159_RR",2017-06-08,"RR",3,"RR03",14,63,1,2017,"RR",159,"mid",9.628166667,NA,NA
"2017_159_RR",2017-06-08,"RR",4,"RR04",14,31,0.666666667,2017,"RR",159,"mid",9.628166667,NA,NA
"2017_159_RRH",2017-06-08,"HH",1,"HH01",14,16,0.666666667,2017,"RRH",159,"mid",9.531458333,NA,NA
"2017_159_RRH",2017-06-08,"HH",2,"HH02",14,0,0,2017,"RRH",159,"mid",9.531458333,NA,NA
"2017_159_RRH",2017-06-08,"HH",3,"HH03",14,0,0,2017,"RRH",159,"mid",9.531458333,NA,NA
"2017_159_RRH",2017-06-08,"HH",4,"HH04",14,11,0.2,2017,"RRH",159,"mid",9.531458333,NA,NA
"2017_165_OR",2017-06-14,"OR",3,"OR01",13,0,0,2017,"OR",165,"mid",12.348625,NA,NA
"2017_165_OR",2017-06-14,"OR",2,"OR05",13,0,0,2017,"OR",165,"mid",12.348625,NA,NA
"2017_165_OR",2017-06-14,"OR",1,"OR07",13,1,0.076923077,2017,"OR",165,"mid",12.348625,NA,NA
"2017_165_OR",2017-06-14,"OR",4,"OR02",13,0,0,2017,"OR",165,"mid",12.348625,NA,NA
"2017_165_ORF",2017-06-14,"CF",2,"CF04",13,1,0.076923077,2017,"ORF",165,"mid",12.13766667,NA,NA
"2017_165_ORF",2017-06-14,"CF",3,"CF06",13,0,0,2017,"ORF",165,"mid",12.13766667,NA,NA
"2017_165_ORF",2017-06-14,"CF",1,"CF05",13,0,0,2017,"ORF",165,"mid",12.13766667,NA,NA
"2017_165_ORF",2017-06-14,"CF",4,"CF03",13,1,0.076923077,2017,"ORF",165,"mid",12.13766667,NA,NA
"2017_170_RR",2017-06-19,"RR",1,"RR01",11,0,0,2017,"RR",170,"mid",9.005375,NA,NA
"2017_170_RR",2017-06-19,"RR",2,"RR02",11,1,0.090909091,2017,"RR",170,"mid",9.005375,NA,NA
"2017_170_RR",2017-06-19,"RR",3,"RR03",11,3,0.272727273,2017,"RR",170,"mid",9.005375,NA,NA
"2017_170_RR",2017-06-19,"RR",4,"RR04",11,0,0,2017,"RR",170,"mid",9.005375,NA,NA
"2017_170_RRH",2017-06-19,"HH",1,"HH01",11,1,0.090909091,2017,"RRH",170,"mid",8.5765,NA,NA
"2017_170_RRH",2017-06-19,"HH",2,"HH02",11,0,0,2017,"RRH",170,"mid",8.5765,NA,NA
"2017_170_RRH",2017-06-19,"HH",3,"HH03",11,2,0.181818182,2017,"RRH",170,"mid",8.5765,NA,NA
"2017_170_RRH",2017-06-19,"HH",4,"HH04",11,3,0.272727273,2017,"RRH",170,"mid",8.5765,NA,NA
"2017_178_OR",2017-06-27,"OR",3,"OR05",13,1,0.076923077,2017,"OR",178,"mid",10.74516667,NA,NA
"2017_178_OR",2017-06-27,"OR",4,"OR07",13,0,0,2017,"OR",178,"mid",10.74516667,NA,NA
"2017_178_OR",2017-06-27,"OR",2,"OR01",13,0,0,2017,"OR",178,"mid",10.74516667,NA,NA
"2017_178_OR",2017-06-27,"OR",1,"OR02",13,2,0.153846154,2017,"OR",178,"mid",10.74516667,NA,NA
"2017_178_ORF",2017-06-27,"CF",3,"CF04",13,0,0,2017,"ORF",178,"mid",10.80945833,NA,NA
"2017_178_ORF",2017-06-27,"CF",4,"CF05",13,1,0.076923077,2017,"ORF",178,"mid",10.80945833,NA,NA
"2017_178_ORF",2017-06-27,"CF",1,"CF03",13,0,0,2017,"ORF",178,"mid",10.80945833,NA,NA
"2017_178_ORF",2017-06-27,"CF",2,"CF06",13,0,0,2017,"ORF",178,"mid",10.80945833,NA,NA
"2017_186_RR",2017-07-05,"RR",1,"RR01",16,0,0,2017,"RR",186,"mid",9.512041667,NA,NA
"2017_186_RR",2017-07-05,"RR",2,"RR02",16,0,0,2017,"RR",186,"mid",9.512041667,NA,NA
"2017_186_RR",2017-07-05,"RR",3,"RR03",16,0,0,2017,"RR",186,"mid",9.512041667,NA,NA
"2017_186_RR",2017-07-05,"RR",4,"RR04",16,0,0,2017,"RR",186,"mid",9.512041667,NA,NA
"2017_186_RRH",2017-07-05,"HH",1,"HH01",16,0,0,2017,"RRH",186,"mid",9.727958333,NA,NA
"2017_186_RRH",2017-07-05,"HH",2,"HH02",16,0,0,2017,"RRH",186,"mid",9.727958333,NA,NA
"2017_186_RRH",2017-07-05,"HH",3,"HH03",16,0,0,2017,"RRH",186,"mid",9.727958333,NA,NA
"2017_186_RRH",2017-07-05,"HH",4,"HH04",16,1,0.0625,2017,"RRH",186,"mid",9.727958333,NA,NA
"2017_194_OR",2017-07-13,"OR",3,"OR05",16,0,0,2017,"OR",194,"mid",8.511708333,NA,NA
"2017_194_OR",2017-07-13,"OR",4,"OR07",16,0,0,2017,"OR",194,"mid",8.511708333,NA,NA
"2017_194_OR",2017-07-13,"OR",2,"OR01",16,0,0,2017,"OR",194,"mid",8.511708333,NA,NA
"2017_194_OR",2017-07-13,"OR",1,"OR02",16,0,0,2017,"OR",194,"mid",8.511708333,NA,NA
"2017_194_ORF",2017-07-13,"CF",2,"CF06",16,0,0,2017,"ORF",194,"mid",8.588833333,NA,NA
"2017_194_ORF",2017-07-13,"CF",3,"CF04",16,0,0,2017,"ORF",194,"mid",8.588833333,NA,NA
"2017_194_ORF",2017-07-13,"CF",1,"CF03",16,0,0,2017,"ORF",194,"mid",8.588833333,NA,NA
"2017_194_ORF",2017-07-13,"CF",4,"CF05",16,0,0,2017,"ORF",194,"mid",8.588833333,NA,NA
"2017_199_RR",2017-07-18,"RR",1,"RR01",13,0,0,2017,"RR",199,"mid",7.973125,NA,NA
"2017_199_RR",2017-07-18,"RR",2,"RR02",13,0,0,2017,"RR",199,"mid",7.973125,NA,NA
"2017_199_RR",2017-07-18,"RR",3,"RR03",13,0,0,2017,"RR",199,"mid",7.973125,NA,NA
"2017_199_RR",2017-07-18,"RR",4,"RR04",13,0,0,2017,"RR",199,"mid",7.973125,NA,NA
"2017_199_RRH",2017-07-18,"HH",1,"HH01",13,0,0,2017,"RRH",199,"mid",7.717708333,NA,NA
"2017_199_RRH",2017-07-18,"HH",2,"HH02",13,0,0,2017,"RRH",199,"mid",7.717708333,NA,NA
"2017_199_RRH",2017-07-18,"HH",3,"HH03",13,0,0,2017,"RRH",199,"mid",7.717708333,NA,NA
"2017_199_RRH",2017-07-18,"HH",4,"HH04",13,0,0,2017,"RRH",199,"mid",7.717708333,NA,NA
"2017_207_OR",2017-07-26,"OR",1,"OR02",13,0,0,2017,"OR",207,"mid",7.885625,NA,NA
"2017_207_OR",2017-07-26,"OR",3,"OR05",13,0,0,2017,"OR",207,"mid",7.885625,NA,NA
"2017_207_OR",2017-07-26,"OR",2,"OR01",13,0,0,2017,"OR",207,"mid",7.885625,NA,NA
"2017_207_OR",2017-07-26,"OR",4,"OR07",13,0,0,2017,"OR",207,"mid",7.885625,NA,NA
"2017_207_ORF",2017-07-26,"CF",3,"CF04",13,0,0,2017,"ORF",207,"mid",7.873125,NA,NA
"2017_207_ORF",2017-07-26,"CF",2,"CF06",13,0,0,2017,"ORF",207,"mid",7.873125,NA,NA
"2017_207_ORF",2017-07-26,"CF",4,"CF05",13,0,0,2017,"ORF",207,"mid",7.873125,NA,NA
"2017_207_ORF",2017-07-26,"CF",1,"CF03",13,0,0,2017,"ORF",207,"mid",7.873125,NA,NA
"2017_213_RR",2017-08-01,"RR",1,"RR01",14,0,0,2017,"RR",213,"mid",9.785041667,NA,NA
"2017_213_RR",2017-08-01,"RR",2,"RR02",14,0,0,2017,"RR",213,"mid",9.785041667,NA,NA
"2017_213_RR",2017-08-01,"RR",3,"RR03",14,0,0,2017,"RR",213,"mid",9.785041667,NA,NA
"2017_213_RR",2017-08-01,"RR",4,"RR04",14,0,0,2017,"RR",213,"mid",9.785041667,NA,NA
"2017_213_RRH",2017-08-01,"HH",1,"HH01",14,0,0,2017,"RRH",213,"mid",9.799916667,NA,NA
"2017_213_RRH",2017-08-01,"HH",2,"HH02",14,0,0,2017,"RRH",213,"mid",9.799916667,NA,NA
"2017_213_RRH",2017-08-01,"HH",3,"HH03",14,0,0,2017,"RRH",213,"mid",9.799916667,NA,NA
"2017_213_RRH",2017-08-01,"HH",4,"HH04",14,0,0,2017,"RRH",213,"mid",9.799916667,NA,NA
"2017_221_OR",2017-08-09,"OR",1,"OR02",14,0,0,2017,"OR",221,"mid",8.575958333,NA,NA
"2017_221_OR",2017-08-09,"OR",3,"OR05",14,0,0,2017,"OR",221,"mid",8.575958333,NA,NA
"2017_221_OR",2017-08-09,"OR",2,"OR01",14,0,0,2017,"OR",221,"mid",8.575958333,NA,NA
"2017_221_OR",2017-08-09,"OR",4,"OR07",14,0,0,2017,"OR",221,"mid",8.575958333,NA,NA
"2017_221_ORF",2017-08-09,"CF",4,"CF05",14,0,0,2017,"ORF",221,"mid",8.737875,NA,NA
"2017_221_ORF",2017-08-09,"CF",1,"CF03",14,0,0,2017,"ORF",221,"mid",8.737875,NA,NA
"2017_221_ORF",2017-08-09,"CF",3,"CF04",14,0,0,2017,"ORF",221,"mid",8.737875,NA,NA
"2017_221_ORF",2017-08-09,"CF",2,"CF06",14,0,0,2017,"ORF",221,"mid",8.737875,NA,NA
"2017_227_RR",2017-08-15,"RR",1,"RR01",14,0,0,2017,"RR",227,"mid",9.64725,NA,NA
"2017_227_RR",2017-08-15,"RR",2,"RR02",14,0,0,2017,"RR",227,"mid",9.64725,NA,NA
"2017_227_RR",2017-08-15,"RR",3,"RR03",14,0,0,2017,"RR",227,"mid",9.64725,NA,NA
"2017_227_RR",2017-08-15,"RR",4,"RR04",14,0,0,2017,"RR",227,"mid",9.64725,NA,NA
"2017_227_RRH",2017-08-15,"HH",1,"HH01",14,0,0,2017,"RRH",227,"mid",9.059375,NA,NA
"2017_227_RRH",2017-08-15,"HH",2,"HH02",14,0,0,2017,"RRH",227,"mid",9.059375,NA,NA
"2017_227_RRH",2017-08-15,"HH",3,"HH03",14,0,0,2017,"RRH",227,"mid",9.059375,NA,NA
"2017_227_RRH",2017-08-15,"HH",4,"HH04",14,0,0,2017,"RRH",227,"mid",9.059375,NA,NA
"2017_235_OR",2017-08-23,"OR",2,"OR01",14,0,0,2017,"OR",235,"mid",9.159208333,NA,NA
"2017_235_OR",2017-08-23,"OR",3,"OR05",14,0,0,2017,"OR",235,"mid",9.159208333,NA,NA
"2017_235_OR",2017-08-23,"OR",1,"OR02",14,0,0,2017,"OR",235,"mid",9.159208333,NA,NA
"2017_235_OR",2017-08-23,"OR",4,"OR07",14,0,0,2017,"OR",235,"mid",9.159208333,NA,NA
"2017_235_ORF",2017-08-23,"CF",2,"CF06",14,0,0,2017,"ORF",235,"mid",9.140625,NA,NA
"2017_235_ORF",2017-08-23,"CF",4,"CF05",14,0,0,2017,"ORF",235,"mid",9.140625,NA,NA
"2017_235_ORF",2017-08-23,"CF",1,"CF03",14,0,0,2017,"ORF",235,"mid",9.140625,NA,NA
"2017_248_OR",2017-09-05,"OR",4,"OR07",13,0,0,2017,"OR",248,"mid",9.437083333,NA,NA
"2017_248_OR",2017-09-05,"OR",2,"OR01",13,0,0,2017,"OR",248,"mid",9.437083333,NA,NA
"2017_248_OR",2017-09-05,"OR",1,"OR02",13,0,0,2017,"OR",248,"mid",9.437083333,NA,NA
"2017_248_OR",2017-09-05,"OR",3,"OR05",13,0,0,2017,"OR",248,"mid",9.437083333,NA,NA
"2017_248_ORF",2017-09-05,"CF",3,"CF04",13,0,0,2017,"ORF",248,"mid",9.4155,NA,NA
"2017_248_ORF",2017-09-05,"CF",1,"CF03",13,0,0,2017,"ORF",248,"mid",9.4155,NA,NA
"2017_248_ORF",2017-09-05,"CF",2,"CF06",13,0,0,2017,"ORF",248,"mid",9.4155,NA,NA
"2017_248_ORF",2017-09-05,"CF",4,"CF05",13,0,0,2017,"ORF",248,"mid",9.4155,NA,NA
