"","fitted_LFO","var","year","Y_Rec","sd","residual_LFO","Type","fitted_LOO","residuals_loo"
"196",0.159229958620539,"CutiSTIpjuv",2000,0.677969,0.176911,0.518739041379461,"fitted",0.138370537922143,0.539598462077857
"197",-0.14857648112443,"CutiSTIpjuv",2001,-0.0174897,0.249959,0.13108678112443,"fitted",-0.0889636335667158,0.0714739335667158
"198",0.0282791090136537,"CutiSTIpjuv",2002,-0.508487,0.287332,-0.536766109013654,"fitted",0.0424152783375557,-0.550902278337556
"199",-0.0513777300439736,"CutiSTIpjuv",2003,-0.288797,0.242626,-0.237419269956026,"fitted",-0.0761895531755172,-0.212607446824483
"200",0.199177175056134,"CutiSTIpjuv",2004,-0.0738993,0.202608,-0.273076475056134,"fitted",0.167068201433666,-0.240967501433666
"201",-0.823068382033734,"CutiSTIpjuv",2005,-0.92342,0.306746,-0.100351617966266,"fitted",-0.704737981031109,-0.218682018968891
"202",0.19139811201146,"CutiSTIpjuv",2006,0.261821,0.160438,0.07042288798854,"fitted",0.128571644073969,0.133249355926031
"203",0.0408521612508351,"CutiSTIpjuv",2007,-0.806397,0.288319,-0.847249161250835,"fitted",0.000666990106653623,-0.807063990106654
"204",-0.107490079561717,"CutiSTIpjuv",2008,0.399459,0.171487,0.506949079561717,"fitted",-0.0583692360291898,0.45782823602919
"205",-0.346745549481843,"CutiSTIpjuv",2009,-0.76894,0.307697,-0.422194450518157,"fitted",-0.236331332635824,-0.532608667364176
"206",0.171420334610445,"CutiSTIpjuv",2010,0.474934,0.225107,0.303513665389555,"fitted",0.11131886743858,0.36361513256142
"207",-0.0237905882443699,"PDOpjuv",1994,0.3713,0.207673,0.39509058824437,"fitted",-0.0562951185669323,0.427595118566932
"208",-0.190530458577568,"PDOpjuv",1995,0.294065,0.216216,0.484595458577568,"fitted",-0.138169867711879,0.432234867711879
"209",-0.162586944399181,"PDOpjuv",1996,-0.300866,0.299939,-0.138279055600819,"fitted",-0.124448685074955,-0.176417314925045
"210",-0.30383987320751,"PDOpjuv",1997,-0.0262369,0.251351,0.27760297320751,"fitted",-0.193808509392219,0.167571609392219
"211",-0.0287037335955246,"PDOpjuv",1998,0.488059,0.196957,0.516762733595525,"fitted",-0.0587076341956624,0.546766634195662
"212",0.197915095757344,"PDOpjuv",1999,0.39868,0.225575,0.200764904242656,"fitted",0.0525696491869484,0.346110350813052
"213",0.0833773947367582,"PDOpjuv",2000,0.677969,0.176911,0.594591605263242,"fitted",-0.00367212141308973,0.68164112141309
"214",0.118690626954157,"PDOpjuv",2001,-0.0174897,0.249959,-0.136180326954157,"fitted",0.0136678346698514,-0.0311575346698514
"215",0.0468358761826889,"PDOpjuv",2002,-0.508487,0.287332,-0.555322876182689,"fitted",-0.0216152064029355,-0.486871793597065
"216",-0.101172627520253,"PDOpjuv",2003,-0.288797,0.242626,-0.187624372479747,"fitted",-0.0942922397182997,-0.1945047602817
